Campagne;Region;Site;Famille;Variete;Num Parcelle;Code Traçabilité;Date;Qté eau (m3)
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;12/11/20;86,4000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;13/11/20;87,6000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;15/11/20;86,4000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;16/11/20;88,2000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;17/11/20;87,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;19/11/20;87,6000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;20/11/20;87,9000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;22/11/20;87,9000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;23/11/20;88,8000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;24/11/20;87,6000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;26/11/20;87,6000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;27/11/20;88,2000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;29/11/20;88,2000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;30/11/20;87,3000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;01/12/20;87,9000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;02/12/20;87,6000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;03/12/20;87,9000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;04/12/20;87,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;06/12/20;88,8000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;08/12/20;88,8000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;09/12/20;132,3000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;10/12/20;133,2000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;11/12/20;174,6000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;13/12/20;175,2000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;14/12/20;174,6000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;16/12/20;175,2000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;19/02/21;92,1000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;20/02/21;92,4000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;21/02/21;96,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;23/02/21;91,8000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;24/02/21;93,3000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;01/03/21;95,4000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;02/03/21;95,4000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;03/03/21;90,9000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;04/03/21;89,4000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;05/03/21;89,4000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;07/03/21;90,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;08/03/21;90,3000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;09/03/21;90,6000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;10/03/21;89,4000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;11/03/21;89,1000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;12/03/21;90,3000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;14/03/21;90,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;15/03/21;90,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;16/03/21;88,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;17/03/21;89,7000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;18/03/21;90,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;19/03/21;88,8000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;21/03/21;89,1000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;22/03/21;89,7000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;23/03/21;90,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;24/03/21;90,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;25/03/21;89,7000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;26/03/21;90,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;28/03/21;90,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;29/03/21;89,4000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;30/03/21;135,6000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;31/03/21;134,7000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;01/04/21;135,9000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;02/04/21;135,6000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;04/04/21;135,6000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;05/04/21;136,8000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;06/04/21;136,8000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;07/04/21;136,8000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;08/04/21;46,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;11/04/21;135,9000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;12/04/21;136,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;13/04/21;136,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;14/04/21;136,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;15/04/21;90,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;16/04/21;135,9000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;18/04/21;90,3000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;19/04/21;47,1000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;21/04/21;234,3000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;22/04/21;140,4000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;23/04/21;179,4000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;25/04/21;179,7000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;26/04/21;292,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;27/04/21;156,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;28/04/21;292,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;29/04/21;157,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;30/04/21;180,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;02/05/21;222,9000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;03/05/21;292,8000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;04/05/21;157,2000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;05/05/21;293,1000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;06/05/21;157,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;07/05/21;225,3000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;09/05/21;225,3000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;10/05/21;292,2000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;11/05/21;157,8000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;12/05/21;266,7000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;15/05/21;267,3000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;16/05/21;267,9000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;17/05/21;293,4000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;18/05/21;157,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;19/05/21;292,8000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;20/05/21;292,8000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;21/05/21;179,4000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;23/05/21;180,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;24/05/21;294,6000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;25/05/21;157,8000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;26/05/21;294,6000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;27/05/21;157,8000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;28/05/21;179,4000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;30/05/21;177,9000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;31/05/21;295,2000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;01/06/21;266,7000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;02/06/21;267,6000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;03/06/21;294,6000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;05/06/21;157,8000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;06/06/21;222,6000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;07/06/21;295,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;08/06/21;157,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;09/06/21;295,2000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;10/06/21;157,8000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;11/06/21;294,6000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;13/06/21;157,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;14/06/21;294,6000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;16/06/21;222,6000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;17/06/21;222,6000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;18/06/21;222,6000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;20/06/21;222,6000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;21/06/21;296,1000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;22/06/21;157,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;23/06/21;295,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;24/06/21;157,2000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;25/06/21;295,8000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;27/06/21;156,9000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;28/06/21;292,2000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;29/06/21;157,2000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;30/06/21;292,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;01/07/21;157,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;02/07/21;293,4000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;04/07/21;157,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;05/07/21;220,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;06/07/21;293,4000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;07/07/21;157,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;08/07/21;294,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;09/07/21;157,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;10/07/21;294,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;11/07/21;157,8000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;12/07/21;294,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;13/07/21;157,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;14/07/21;293,4000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;15/07/21;157,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;16/07/21;213,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;18/07/21;45,3000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;19/07/21;157,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;20/07/21;294,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;22/07/21;213,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;23/07/21;294,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;25/07/21;157,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;26/07/21;294,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;27/07/21;157,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;28/07/21;294,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;29/07/21;213,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;31/07/21;213,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;01/08/21;294,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;02/08/21;157,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;03/08/21;294,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;04/08/21;157,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;05/08/21;294,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;06/08/21;157,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;08/08/21;294,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;09/08/21;157,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;11/08/21;294,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;12/08/21;157,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;13/08/21;294,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;14/08/21;157,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;15/08/21;294,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;16/08/21;157,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;17/08/21;294,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;18/08/21;157,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;19/08/21;294,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;20/08/21;157,5000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;22/08/21;294,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;23/08/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;24/08/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;25/08/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;26/08/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;27/08/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;29/08/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;30/08/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;31/08/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;01/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;02/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;03/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;05/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;06/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;07/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;08/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;09/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;10/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;12/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;13/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;14/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;15/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;16/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;17/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;19/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;20/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;21/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;22/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;23/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;24/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;26/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;27/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;28/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;29/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;30/09/21;291,0000
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;04/10/20;88,3073
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;05/10/20;88,0574
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;06/10/20;89,4325
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;07/10/20;86,5073
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;08/10/20;88,3574
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;09/10/20;88,3073
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;11/10/20;88,7824
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;12/10/20;132,4235
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;13/10/20;132,2111
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;14/10/20;131,2609
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;15/10/20;132,0360
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;16/10/20;131,0111
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;18/10/20;130,5360
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;19/10/20;86,9450
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;20/10/20;86,1325
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;21/10/20;86,0824
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;23/10/20;44,0287
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;25/10/20;87,1200
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;26/10/20;86,7827
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;27/10/20;44,5913
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;28/10/20;45,2789
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;01/11/20;44,5038
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;02/11/20;44,8038
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;03/11/20;45,2789
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;04/11/20;44,3287
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;06/11/20;44,8038
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;09/11/20;45,2789
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;11/11/20;45,0664
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;12/11/20;44,0789
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;13/11/20;45,0664
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;15/11/20;43,8163
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;16/11/20;44,8038
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;17/11/20;44,5913
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;19/11/20;44,7664
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;20/11/20;44,3789
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;22/11/20;44,5038
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;23/11/20;44,2913
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;24/11/20;44,5038
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;26/11/20;44,6789
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;27/11/20;44,1163
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;29/11/20;44,2038
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;30/11/20;44,6789
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;01/12/20;44,8913
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;02/12/20;44,3789
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;03/12/20;44,6789
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;04/12/20;45,0664
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;06/12/20;44,8913
20/21;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;08/12/20;45,1913
