Campagne;Region;Site;Famille;Variete;Num Parcelle;CodeTracabilite;Date;N;P;K
22/23;TADLA;Bni Ayat;ORA;ORA9;20106;TR20400;16/04/23;0,963306;0;0
22/23;TADLA;Bni Ayat;ORA;ORA9;20106;TR20400;02/05/23;7,4856924;5,7800916;4,73778
22/23;TADLA;Bni Ayat;ORA;ORA9;20106;TR20400;14/05/23;7,4856924;5,7800916;4,73778
22/23;TADLA;Bni Ayat;ORA;ORA9;20106;TR20400;15/05/23;3,81;3,81;3,81
22/23;TADLA;Bni Ayat;ORA;ORA9;20106;TR20400;28/05/23;7,4856924;5,7800916;4,73778
22/23;TADLA;Bni Ayat;ORA;ORA9;20106;TR20400;07/06/23;13,64220165;0;20,361495
22/23;TADLA;Bni Ayat;ORA;ORA9;20106;TR20400;18/06/23;6,3486252;0;4,73778
22/23;TADLA;Bni Ayat;ORA;ORA9;20106;TR20400;10/07/23;1,35;0;0
22/23;TADLA;Bni Ayat;ORA;ORA9;20106;TR20400;17/07/23;7,448658;0;7,411605
22/23;TADLA;Bni Ayat;ORA;ORA9;20106;TR20400;16/08/23;7,448658;0;7,411605
22/23;TADLA;Bni Ayat;ORA;ORA9;20106;TR20400;26/09/23;1,369662;0;0
22/23;TADLA;Bni Ayat;ORA;ORA11;20320;TR20300;16/10/22;0;0;14,39343
22/23;TADLA;Bni Ayat;ORA;ORA11;20320;TR20300;20/11/22;0;0;35,983575
22/23;TADLA;Bni Ayat;ORA;ORA11;20320;TR20300;10/02/23;0;0;14,39343
22/23;TADLA;Bni Ayat;ORA;ORA11;20320;TR20300;13/03/23;0,8178828;0;0
22/23;TADLA;Bni Ayat;ORA;ORA11;20320;TR20300;02/05/23;5,5538154;2,9696874;5,0679555
22/23;TADLA;Bni Ayat;ORA;ORA11;20320;TR20300;14/05/23;7,36074345;0,9898836;4,868355
22/23;TADLA;Bni Ayat;ORA;ORA11;20320;TR20300;28/05/23;3,65126385;1,9797855;3,245565
22/23;TADLA;Bni Ayat;ORA;ORA11;20320;TR20300;07/06/23;3,26179785;0;4,868355
22/23;TADLA;Bni Ayat;ORA;ORA11;20320;TR20300;18/06/23;3,26179785;0;4,868355
22/23;TADLA;Bni Ayat;ORA;ORA11;20320;TR20300;17/07/23;3,26179785;0;4,868355
22/23;TADLA;Bni Ayat;ORA;ORA11;20320;TR20300;26/07/23;3,26179785;0;4,868355
22/23;TADLA;Bni Ayat;ORA;ORA11;20320;TR20300;04/08/23;3,26179785;0;4,868355
22/23;TADLA;Bni Ayat;ORA;ORA11;20320;TR20300;16/08/23;3,26179785;0;4,868355
22/23;TADLA;Bni Ayat;ORA;ORA11;20320;TR20300;24/09/23;3,0631731;0;22,6041402
22/23;TADLA;Bni Ayat;ORA;ORA11;20320;TR20300;26/09/23;0,4498368;0;0
22/23;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;19/10/22;0;0;49,968195
22/23;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;24/11/22;39,8740482;0;91,1406816
22/23;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;26/11/22;0,3997452;0;51,5671758
22/23;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;12/12/22;0;0;74,952285
22/23;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;15/01/23;0;0;49,968195
22/23;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;10/02/23;0;0;19,987275
22/23;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;23/02/23;52,166052;133,313244;205,6661418
22/23;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;13/03/23;2,770236;0;0
22/23;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;11/04/23;29,8809684;18,2883429;14,990445
22/23;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;03/05/23;31,9296612;18,8879607;16,2696282
22/23;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;22/05/23;3,5977068;18,2883429;14,990445
22/23;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;02/06/23;23,68491315;18,2883429;14,990445
22/23;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;12/06/23;20,08720635;0;14,990445
22/23;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;22/06/23;40,17442275;0;29,980905
22/23;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;10/07/23;1,7988525;0;0
22/23;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;17/07/23;20,08720635;0;14,990445
22/23;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;25/07/23;25,10901045;0;22,485675
22/23;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;06/08/23;30,13081455;0;22,485675
22/23;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;17/08/23;30,13081455;0;22,485675
22/23;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;01/09/23;30,13081455;0;22,485675
22/23;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;24/09/23;16,5644544;0;58,6126848
22/23;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;26/09/23;2,30853;0;0
22/23;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;30/09/23;0,099936;0;0,4946832
22/23;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;19/10/22;0;0;57,31764
22/23;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;24/11/22;45,7393545;0;104,547096
22/23;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;26/11/22;0,4585404;0;59,1518016
22/23;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;12/12/22;0;0;85,97646
22/23;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;15/01/23;0;0;57,31764
22/23;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;10/02/23;0;0;22,92705
22/23;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;23/02/23;59,8394574;152,9230578;235,9187712
22/23;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;13/03/23;3,1776864;0;0
22/23;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;11/04/23;34,27593795;20,9782416;17,19528
22/23;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;03/05/23;36,62595855;21,6660522;18,6626088
22/23;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;22/05/23;4,1268672;20,9782416;17,19528
22/23;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;02/06/23;27,16855245;20,9782416;17,19528
22/23;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;12/06/23;23,04168525;0;17,19528
22/23;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;22/06/23;46,08338055;0;34,390575
22/23;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;10/07/23;2,0634345;0;0
22/23;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;17/07/23;23,04168525;0;17,19528
22/23;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;25/07/23;28,8021141;0;25,792935
22/23;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;06/08/23;34,5625329;0;25,792935
22/23;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;17/08/23;34,5625329;0;25,792935
22/23;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;01/09/23;34,5625329;0;25,792935
22/23;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;24/09/23;19,0008;0;67,2336
22/23;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;26/09/23;2,6480748;0;0
22/23;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;30/09/23;0,11463525;0;0,5674383
22/23;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;19/10/22;0;0;42,71415
22/23;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;24/11/22;34,0865847;0;77,9121936
22/23;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;26/11/22;0,3417132;0;44,0810028
22/23;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;12/12/22;0;0;64,071225
22/23;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;15/01/23;0;0;42,71415
22/23;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;10/02/23;0;0;17,08566
22/23;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;23/02/23;44,5944852;113,9636844;175,8150282
22/23;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;13/03/23;2,3680692;0;0
22/23;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;11/04/23;25,5430617;15,6333789;12,814245
22/23;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;03/05/23;27,2943405;16,1459487;13,9077258
22/23;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;22/05/23;3,0754188;15,6333789;12,814245
22/23;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;02/06/23;20,2465071;15,6333789;12,814245
22/23;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;12/06/23;17,1710883;0;12,814245
22/23;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;22/06/23;34,3421766;0;25,62849
22/23;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;10/07/23;1,5377085;0;0
22/23;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;17/07/23;17,1710883;0;12,814245
22/23;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;25/07/23;21,46385535;0;19,22136
22/23;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;06/08/23;25,75663245;0;19,22136
22/23;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;17/08/23;25,75663245;0;19,22136
22/23;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;01/09/23;25,75663245;0;19,22136
22/23;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;24/09/23;14,1597417;0;50,1037014
22/23;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;26/09/23;1,973391;0;0
22/23;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;30/09/23;0,085428;0;0,4228686
22/23;TADLA;Bni Ayat;ORA;ORA12;10120 ;TR10120;01/02/23;0,5684184;0;0
22/23;TADLA;Bni Ayat;ORA;ORA12;10120 ;TR10120;13/02/23;20,1;0;0
22/23;TADLA;Bni Ayat;ORA;ORA12;10120 ;TR10120;13/03/23;4,7747154;0;0
22/23;TADLA;Bni Ayat;ORA;ORA12;10120 ;TR10120;22/03/23;5,925;4,575;7,5
22/23;TADLA;Bni Ayat;ORA;ORA12;10120 ;TR10120;05/04/23;11,85;9,15;15
22/23;TADLA;Bni Ayat;ORA;ORA12;10120 ;TR10120;09/04/23;0;0;0,45
22/23;TADLA;Bni Ayat;ORA;ORA12;10120 ;TR10120;16/04/23;11,85;9,15;15
22/23;TADLA;Bni Ayat;ORA;ORA12;10120 ;TR10120;02/05/23;18,4578639;9,15;15
22/23;TADLA;Bni Ayat;ORA;ORA12;10120 ;TR10120;04/05/23;2,3096727;0,5115762;1,4399928
22/23;TADLA;Bni Ayat;ORA;ORA12;10120 ;TR10120;15/05/23;11,85;9,15;15
22/23;TADLA;Bni Ayat;ORA;ORA12;10120 ;TR10120;30/05/23;11,85;9,15;15
22/23;TADLA;Bni Ayat;ORA;ORA12;10120 ;TR10120;13/06/23;10,05;0;15
22/23;TADLA;Bni Ayat;ORA;ORA12;10120 ;TR10120;14/06/23;0,8418;0,8418;0,8418
22/23;TADLA;Bni Ayat;ORA;ORA12;10120 ;TR10120;23/06/23;10,05;0;15
22/23;TADLA;Bni Ayat;ORA;ORA12;10120 ;TR10120;17/07/23;15,075;0;22,5
22/23;TADLA;Bni Ayat;ORA;ORA12;10120 ;TR10120;28/07/23;15,075;0;22,5
22/23;TADLA;Bni Ayat;ORA;ORA12;10120 ;TR10120;01/08/23;1,5;1,5;1,5
22/23;TADLA;Bni Ayat;ORA;ORA12;10120 ;TR10120;13/08/23;15,075;0;22,5
22/23;TADLA;Bni Ayat;ORA;ORA12;10120 ;TR10120;24/09/23;51,975;0;48,3
22/23;TADLA;Bni Ayat;ORA;ORA12;10120 ;TR10120;26/09/23;3,501456;0;0
22/23;TADLA;Bni Ayat;ORA;ORA12;10120 ;TR10120;30/09/23;0;0;0,27
22/23;TADLA;Bni Ayat;ORA;ORA12;10215 ;TR10700;01/02/23;0,54;0;0
22/23;TADLA;Bni Ayat;ORA;ORA12;10215 ;TR10700;16/02/23;34,17;0;0
22/23;TADLA;Bni Ayat;ORA;ORA12;10215 ;TR10700;13/03/23;3,1235442;0;0
22/23;TADLA;Bni Ayat;ORA;ORA12;10215 ;TR10700;22/03/23;9,3375;9,15;11,25
22/23;TADLA;Bni Ayat;ORA;ORA12;10215 ;TR10700;05/04/23;12,75;13,725;15
22/23;TADLA;Bni Ayat;ORA;ORA12;10215 ;TR10700;09/04/23;0;0;0,45
22/23;TADLA;Bni Ayat;ORA;ORA12;10215 ;TR10700;16/04/23;14,237403;13,725;15
22/23;TADLA;Bni Ayat;ORA;ORA12;10215 ;TR10700;02/05/23;5,26787835;5,6707125;6,197505
22/23;TADLA;Bni Ayat;ORA;ORA12;10215 ;TR10700;04/05/23;1,3746054;0,2602944;0,6445392
22/23;TADLA;Bni Ayat;ORA;ORA12;10215 ;TR10700;15/05/23;12,75;13,725;15
22/23;TADLA;Bni Ayat;ORA;ORA12;10215 ;TR10700;30/05/23;12,75;13,725;15
22/23;TADLA;Bni Ayat;ORA;ORA12;10215 ;TR10700;13/06/23;10,05;0;15
22/23;TADLA;Bni Ayat;ORA;ORA12;10215 ;TR10700;14/06/23;0,658194;0,658194;0,658194
22/23;TADLA;Bni Ayat;ORA;ORA12;10215 ;TR10700;23/06/23;10,05;0;15
22/23;TADLA;Bni Ayat;ORA;ORA12;10215 ;TR10700;17/07/23;15,075;0;22,5
22/23;TADLA;Bni Ayat;ORA;ORA12;10215 ;TR10700;28/07/23;105,525;0;112,5
22/23;TADLA;Bni Ayat;ORA;ORA12;10215 ;TR10700;31/07/23;1,5;1,5;1,5
22/23;TADLA;Bni Ayat;ORA;ORA12;10215 ;TR10700;13/08/23;15,075;0;22,5
22/23;TADLA;Bni Ayat;ORA;ORA12;10215 ;TR10700;24/09/23;48,825;0;48,3
22/23;TADLA;Bni Ayat;ORA;ORA12;10215 ;TR10700;26/09/23;1,717947;0;0
22/23;TADLA;Bni Ayat;ORA;ORA12;10215 ;TR10700;30/09/23;0,195;0,6;0,195
22/23;TADLA;Bni Ayat;ORA;ORA12;20031;TR20500;01/02/23;0,287712;0;0
22/23;TADLA;Bni Ayat;ORA;ORA12;20031;TR20500;13/03/23;1,6585758;0;0
22/23;TADLA;Bni Ayat;ORA;ORA12;20031;TR20500;22/03/23;2,36763;1,82817;2,997
22/23;TADLA;Bni Ayat;ORA;ORA12;20031;TR20500;30/03/23;4,73526;3,65634;5,994
22/23;TADLA;Bni Ayat;ORA;ORA12;20031;TR20500;09/04/23;0;0;0,2997
22/23;TADLA;Bni Ayat;ORA;ORA12;20031;TR20500;16/04/23;4,73526;3,65634;5,994
22/23;TADLA;Bni Ayat;ORA;ORA12;20031;TR20500;02/05/23;11,2625163;6,0222006;10,2772449
22/23;TADLA;Bni Ayat;ORA;ORA12;20031;TR20500;14/05/23;7,00945665;2,0074002;9,872475
22/23;TADLA;Bni Ayat;ORA;ORA12;20031;TR20500;28/05/23;7,40435505;4,0148004;6,58164
22/23;TADLA;Bni Ayat;ORA;ORA12;20031;TR20500;07/06/23;6,61455825;0;9,872475
22/23;TADLA;Bni Ayat;ORA;ORA12;20031;TR20500;13/06/23;0,98271;0,98271;0,98271
22/23;TADLA;Bni Ayat;ORA;ORA12;20031;TR20500;18/06/23;6,61455825;0;9,872475
22/23;TADLA;Bni Ayat;ORA;ORA12;20031;TR20500;17/07/23;6,61455825;0;9,872475
22/23;TADLA;Bni Ayat;ORA;ORA12;20031;TR20500;26/07/23;6,61455825;0;9,872475
22/23;TADLA;Bni Ayat;ORA;ORA12;20031;TR20500;04/08/23;6,61455825;0;9,872475
22/23;TADLA;Bni Ayat;ORA;ORA12;20031;TR20500;16/08/23;6,61455825;0;9,872475
22/23;TADLA;Bni Ayat;ORA;ORA12;20031;TR20500;24/09/23;6,211764;0;45,838578
22/23;TADLA;Bni Ayat;ORA;ORA12;20031;TR20500;26/09/23;0,9122148;0;0
22/23;TADLA;Bni Ayat;ORA;ORA12;20032;TR20032;08/12/22;34,65;0;79,2
22/23;TADLA;Bni Ayat;ORA;ORA12;20032;TR20032;01/02/23;0,4322862;0;0
22/23;TADLA;Bni Ayat;ORA;ORA12;20032;TR20032;13/03/23;2,4920112;0;0
22/23;TADLA;Bni Ayat;ORA;ORA12;20032;TR20032;22/03/23;3,55735635;2,7468117;4,502985
22/23;TADLA;Bni Ayat;ORA;ORA12;20032;TR20032;30/03/23;7,11472635;5,4936417;9,005985
22/23;TADLA;Bni Ayat;ORA;ORA12;20032;TR20032;09/04/23;0;0;0,4502985
22/23;TADLA;Bni Ayat;ORA;ORA12;20032;TR20032;16/04/23;7,11472635;5,4936417;9,005985
22/23;TADLA;Bni Ayat;ORA;ORA12;20032;TR20032;02/05/23;16,9219338;9,0483618;15,4415631
22/23;TADLA;Bni Ayat;ORA;ORA12;20032;TR20032;14/05/23;10,53170865;3,0161145;14,833395
22/23;TADLA;Bni Ayat;ORA;ORA12;20032;TR20032;28/05/23;11,12504625;6,0322473;9,88893
22/23;TADLA;Bni Ayat;ORA;ORA12;20032;TR20032;07/06/23;9,93837465;0;14,833395
22/23;TADLA;Bni Ayat;ORA;ORA12;20032;TR20032;13/06/23;1,476792;1,476792;1,476792
22/23;TADLA;Bni Ayat;ORA;ORA12;20032;TR20032;18/06/23;9,93837465;0;14,833395
22/23;TADLA;Bni Ayat;ORA;ORA12;20032;TR20032;17/07/23;9,93837465;0;14,833395
22/23;TADLA;Bni Ayat;ORA;ORA12;20032;TR20032;26/07/23;9,93837465;0;14,833395
22/23;TADLA;Bni Ayat;ORA;ORA12;20032;TR20032;04/08/23;9,93837465;0;14,833395
22/23;TADLA;Bni Ayat;ORA;ORA12;20032;TR20032;16/08/23;9,93837465;0;14,833395
22/23;TADLA;Bni Ayat;ORA;ORA12;20032;TR20032;24/09/23;9,3331758;0;68,8724586
22/23;TADLA;Bni Ayat;ORA;ORA12;20032;TR20032;26/09/23;1,3706028;0;0
22/23;TADLA;Bni Ayat;ORA;ORA12;20105;TR20500;23/12/22;0;0;11,956935
22/23;TADLA;Bni Ayat;ORA;ORA12;20105;TR20500;01/02/23;0,2874762;0;0
22/23;TADLA;Bni Ayat;ORA;ORA12;20105;TR20500;12/02/23;11,055;0;0
22/23;TADLA;Bni Ayat;ORA;ORA12;20105;TR20500;13/03/23;1,2557622;0;0
22/23;TADLA;Bni Ayat;ORA;ORA12;20105;TR20500;22/03/23;4,7313969;3,6533571;2,994555
22/23;TADLA;Bni Ayat;ORA;ORA12;20105;TR20500;30/03/23;9,46280385;7,3067142;5,98911
22/23;TADLA;Bni Ayat;ORA;ORA12;20105;TR20500;09/04/23;0;0;0,17646
22/23;TADLA;Bni Ayat;ORA;ORA12;20105;TR20500;16/04/23;9,91128735;7,3067142;5,98911
22/23;TADLA;Bni Ayat;ORA;ORA12;20105;TR20500;02/05/23;4,7116779;2,6910333;2,8166526
22/23;TADLA;Bni Ayat;ORA;ORA12;20105;TR20500;14/05/23;3,4851087;2,6910333;2,205765
22/23;TADLA;Bni Ayat;ORA;ORA12;20105;TR20500;28/05/23;3,4851087;2,6910333;2,205765
22/23;TADLA;Bni Ayat;ORA;ORA12;20105;TR20500;07/06/23;14,3768064;0;15,468795
22/23;TADLA;Bni Ayat;ORA;ORA12;20105;TR20500;13/06/23;0,540486;0,540486;0,540486
22/23;TADLA;Bni Ayat;ORA;ORA12;20105;TR20500;18/06/23;2,9557251;0;2,205765
22/23;TADLA;Bni Ayat;ORA;ORA12;20105;TR20500;25/06/23;8,02541745;0;5,98911
22/23;TADLA;Bni Ayat;ORA;ORA12;20105;TR20500;17/07/23;3,4678731;0;3,450615
22/23;TADLA;Bni Ayat;ORA;ORA12;20105;TR20500;26/07/23;3,89299815;0;3,87363
22/23;TADLA;Bni Ayat;ORA;ORA12;20105;TR20500;04/08/23;3,89299815;0;3,87363
22/23;TADLA;Bni Ayat;ORA;ORA12;20105;TR20500;16/08/23;3,4678731;0;3,450615
22/23;TADLA;Bni Ayat;ORA;ORA12;20105;TR20500;26/09/23;0,6376734;0;0
22/23;TADLA;Bni Ayat;SPA;SPA1;20104;TR20104;23/12/22;0;0;11,321625
22/23;TADLA;Bni Ayat;SPA;SPA1;20104;TR20104;13/03/23;1,189041;0;0
22/23;TADLA;Bni Ayat;SPA;SPA1;20104;TR20104;22/03/23;7,64340315;3,3067185;5,42085
22/23;TADLA;Bni Ayat;SPA;SPA1;20104;TR20104;30/03/23;15,286821;6,613437;10,841715
22/23;TADLA;Bni Ayat;SPA;SPA1;20104;TR20104;16/04/23;8,98960905;6,613437;10,841715
22/23;TADLA;Bni Ayat;SPA;SPA1;20104;TR20104;02/05/23;13,60635285;6,613437;10,841715
22/23;TADLA;Bni Ayat;SPA;SPA1;20104;TR20104;14/05/23;8,56495305;6,613437;10,841715
22/23;TADLA;Bni Ayat;SPA;SPA1;20104;TR20104;28/05/23;8,56495305;6,613437;10,841715
22/23;TADLA;Bni Ayat;SPA;SPA1;20104;TR20104;07/06/23;13,27786905;0;19,817715
22/23;TADLA;Bni Ayat;SPA;SPA1;20104;TR20104;18/06/23;7,26394905;0;10,841715
22/23;TADLA;Bni Ayat;SPA;SPA1;20104;TR20104;25/06/23;7,26394905;0;10,841715
22/23;TADLA;Bni Ayat;SPA;SPA1;20104;TR20104;17/07/23;3,28360635;0;3,26727
22/23;TADLA;Bni Ayat;SPA;SPA1;20104;TR20104;26/07/23;3,68614905;0;3,6678
22/23;TADLA;Bni Ayat;SPA;SPA1;20104;TR20104;04/08/23;3,68614905;0;3,6678
22/23;TADLA;Bni Ayat;SPA;SPA1;20104;TR20104;16/08/23;3,28360635;0;3,26727
22/23;TADLA;Bni Ayat;SPA;SPA1;20104;TR20104;26/09/23;0,603792;0;0
22/23;TADLA;Bni Ayat;SPA;SPA1;20108;TR20108;23/12/22;0;0;3,01638
22/23;TADLA;Bni Ayat;SPA;SPA1;20108;TR20108;01/02/23;0,072522;0;0
22/23;TADLA;Bni Ayat;SPA;SPA1;20108;TR20108;13/03/23;0,3167892;0;0
22/23;TADLA;Bni Ayat;SPA;SPA1;20108;TR20108;22/03/23;1,19358945;0,9216246;0,75543
22/23;TADLA;Bni Ayat;SPA;SPA1;20108;TR20108;30/03/23;2,3871825;1,8432675;1,510875
22/23;TADLA;Bni Ayat;SPA;SPA1;20108;TR20108;09/04/23;0;0;0,0445155
22/23;TADLA;Bni Ayat;SPA;SPA1;20108;TR20108;16/04/23;4,3280226;1,8432675;1,510875
22/23;TADLA;Bni Ayat;SPA;SPA1;20108;TR20108;02/05/23;1,18861035;0,6788568;0,7105485
22/23;TADLA;Bni Ayat;SPA;SPA1;20108;TR20108;14/05/23;0,87918525;0,6788568;0,55644
22/23;TADLA;Bni Ayat;SPA;SPA1;20108;TR20108;28/05/23;0,87918525;0,6788568;0,55644
22/23;TADLA;Bni Ayat;SPA;SPA1;20108;TR20108;07/06/23;3,626844;0;3,902325
22/23;TADLA;Bni Ayat;SPA;SPA1;20108;TR20108;18/06/23;0,74563965;0;0,55644
22/23;TADLA;Bni Ayat;SPA;SPA1;20108;TR20108;25/06/23;2,0245725;0;1,510875
22/23;TADLA;Bni Ayat;SPA;SPA1;20108;TR20108;17/07/23;0,87484245;0;0,87048
22/23;TADLA;Bni Ayat;SPA;SPA1;20108;TR20108;26/07/23;0,982086;0;0,97719
22/23;TADLA;Bni Ayat;SPA;SPA1;20108;TR20108;04/08/23;0,982086;0;0,97719
22/23;TADLA;Bni Ayat;SPA;SPA1;20108;TR20108;16/08/23;0,87484245;0;0,87048
22/23;TADLA;Bni Ayat;SPA;SPA1;20108;TR20108;26/09/23;0,1608642;0;0
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;10/10/22;0;0;108
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;22/10/22;0;0;47,25
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;28/11/22;0;0;10,5
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;29/11/22;0;0;10,5
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;07/12/22;21,3897771;4,5238056;0
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;08/01/23;46,9100115;72,381069;0
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;30/01/23;0,9;0;0
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;01/03/23;0,504;0;0,24
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;16/03/23;4,44375;3,43125;5,625
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;20/03/23;4,44375;3,43125;5,625
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;21/03/23;2,9625;2,2875;3,75
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;25/03/23;9,0768;5,2704;9
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;27/03/23;2,0053125;0;0
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;28/03/23;5,673;3,294;5,625
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;02/04/23;5,673;3,294;5,625
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;03/04/23;2,67375;0;0
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;05/04/23;6,8076;3,9528;6,75
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;07/04/23;6,8076;3,9528;6,75
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;08/04/23;2,5575;0;0
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;15/04/23;2,898;0;0
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;16/04/23;2,89602;0;0
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;17/04/23;1,386;0;0
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;23/04/23;2,89602;0;0
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;29/04/23;2,89602;0;0
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;30/04/23;3,3408975;0;0
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;06/05/23;2,88395325;0;0
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;09/05/23;2,88395325;0;0
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;12/05/23;2,88395325;0;0
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;17/05/23;2,88395325;0;0
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;19/05/23;8,8935375;9,401625;7,70625
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;24/05/23;1,539375;1,5;1,51875
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;25/05/23;0,67974285;0,662358;0,6706365
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;26/05/23;4,03575;0,6;0,6075
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;28/05/23;8,665695;4,79826;7,7625
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;30/05/23;2,89602;0;0
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;05/06/23;7,3983;4,40115;7,3125
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;11/06/23;2,88;0;0,81
22/23;TADLA;Beni Mellal;AF;AF1;20010;TR20600;16/06/23;2,89602;0;0
