Campagne;Region;Site;Famille;Variete;Num Parcelle;CodeTracabilite;Date;N;P;K
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;13/04/23;3,9302283;1,1789043;2,576865
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;14/04/23;1,96511235;0,589443;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;15/04/23;0,057978;0;0,0927648
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;17/04/23;2,12642235;0,7859301;2,576865
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;18/04/23;2,12642235;0,7859301;2,576865
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;20/04/23;2,12642235;0,7859301;2,576865
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;21/04/23;2,12642235;0,7859301;2,576865
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;22/04/23;0,39941175;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;25/04/23;1,06320435;0,3929559;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;26/04/23;0,98590155;0;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;27/04/23;0,98590155;0;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;28/04/23;0,98590155;0;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;29/04/23;0,39941175;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;01/05/23;1,06320435;0,3929559;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;02/05/23;1,06320435;0,3929559;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;03/05/23;1,06320435;0,3929559;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;04/05/23;1,06320435;0,3929559;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;06/05/23;0,39941175;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;08/05/23;1,06320435;0,3929559;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;09/05/23;1,06320435;0,3929559;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;10/05/23;1,06320435;0,3929559;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;11/05/23;1,14051075;0,7859301;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;13/05/23;0,39941175;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;15/05/23;1,06320435;0,3929559;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;16/05/23;1,14051075;0,7859301;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;18/05/23;1,14051075;0,7859301;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;19/05/23;0,98229375;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;20/05/23;0,39941175;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;23/05/23;0,98229375;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;24/05/23;0,98229375;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;25/05/23;0,98229375;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;27/05/23;0,39941175;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;30/05/23;0,98229375;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;31/05/23;0,98229375;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;02/06/23;1,84554855;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;05/06/23;1,84554855;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;06/06/23;1,84554855;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;07/06/23;1,84554855;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;08/06/23;1,84554855;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;09/06/23;3,6911013;0,4452732;2,576865
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;10/06/23;0,39941175;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;12/06/23;1,84554855;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;13/06/23;1,84554855;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;14/06/23;1,84554855;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;15/06/23;1,84554855;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;17/06/23;0,39941175;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;19/06/23;0,98229375;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;20/06/23;0,98229375;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;21/06/23;0,98229375;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;22/06/23;0,98229375;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;23/06/23;0,98229375;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;24/06/23;0,39941175;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;26/06/23;1,04542395;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;27/06/23;0,92276715;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;03/07/23;0,92637495;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;04/07/23;0,92637495;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;05/07/23;0,92637495;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;06/07/23;0,92637495;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;07/07/23;0,92637495;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;08/07/23;0,39941175;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;10/07/23;0,92637495;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;12/07/23;0,92637495;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;13/07/23;1,26136545;0,2226366;1,185351
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;15/07/23;0,39941175;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;17/07/23;1,26136545;0,2226366;1,185351
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;18/07/23;0,98590155;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;19/07/23;0,98590155;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;21/07/23;0,98590155;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;22/07/23;0,39941175;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;24/07/23;0,98590155;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;25/07/23;0,98590155;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;26/07/23;0,98590155;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;28/07/23;0,98590155;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;29/07/23;0,39941175;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;31/07/23;0,98590155;0,2226366;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;01/08/23;0,98590155;0;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;02/08/23;0,98590155;0;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;04/08/23;0,98590155;0;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;05/08/23;0,39941175;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;07/08/23;0,98590155;0;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;08/08/23;0,98590155;0;1,288425
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;09/08/23;0,98590155;0;0,966315
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;10/08/23;1,76235795;0;1,73937
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;12/08/23;0,29955765;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;14/08/23;0,98950935;0;0,966315
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;18/08/23;0,98950935;0;0,966315
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;22/08/23;0,98950935;0;0,966315
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;23/08/23;1,24075125;0;0,8890098
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;24/08/23;1,23237795;0;0,8915862
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;25/08/23;0,98950935;0;0,966315
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;26/08/23;2,4621912;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;28/08/23;0,98950935;0;0,966315
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;29/08/23;0,98950935;0;0,966315
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;30/08/23;1,78111935;0;1,73937
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;31/08/23;1,78111935;0;1,73937
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;01/09/23;1,97902875;0;1,932645
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;02/09/23;0,98950935;0;0,966315
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;04/09/23;1,97902875;0;1,932645
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;05/09/23;1,97902875;0;1,932645
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;06/09/23;1,72649955;0;1,932645
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;07/09/23;4,16163225;0;1,932645
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;08/09/23;2,22898725;0;1,7780334
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;09/09/23;2,22898725;0;1,7780334
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;11/09/23;2,22898725;0;1,7780334
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;12/09/23;2,22898725;0;1,7780334
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;14/09/23;1,11448665;0;0,8890098
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;15/09/23;1,11448665;0;0,8890098
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;16/09/23;1,11448665;0;0,8890098
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;18/09/23;2,22898725;0;1,7780334
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;19/09/23;1,11448665;0;0,8890098
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;20/09/23;1,11448665;0;0,8890098
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;21/09/23;1,0436262;0;1,7780334
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;22/09/23;1,11448665;0;0,8890098
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;23/09/23;1,11448665;0;0,8890098
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;25/09/23;1,11448665;0;0,8890098
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;26/09/23;1,49457615;0;0,966315
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;27/09/23;1,72649955;0;1,932645
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;28/09/23;1,72649955;0;1,932645
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;29/09/23;0,86324475;0;0,966315
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;30/09/23;0,86324475;0;0,966315
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;01/10/22;0,4685877;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;03/10/22;0,3867675;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;04/10/22;0,4685877;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;06/10/22;0,3867675;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;08/10/22;0,5504121;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;10/10/22;0,3867675;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;11/10/22;0,3867675;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;12/10/22;0,3867675;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;13/10/22;0,5504121;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;17/10/22;0,5504121;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;18/10/22;0,3867675;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;22/10/22;0,4685877;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;24/10/22;0,3867675;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;27/10/22;0,4709943;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;28/10/22;0,3867675;0,2621292;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;01/11/22;0,28792245;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;02/11/22;0,28792245;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;08/11/22;0,37214925;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;10/11/22;0,28792245;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;14/11/22;0,37214925;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;16/11/22;0,28792245;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;10/12/22;0;0,696186;0,464124
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;28/12/22;0;2,2045833;1,4697222
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;03/01/23;0,1168908;0;0,4675632
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;18/02/23;0;0,696186;0,464124
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;01/03/23;2,4581463;0,7864242;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;07/03/23;2,4581463;0,7864242;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;09/03/23;0,1547064;0,7864242;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;11/03/23;0,1547064;0,7864242;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;13/03/23;2,4581463;0,7864242;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;14/03/23;4,9162962;1,5728667;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;15/03/23;2,4581463;0,7864242;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;16/03/23;4,9162962;1,5728667;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;17/03/23;2,4581463;0,7864242;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;18/03/23;4,9162962;1,5728667;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;20/03/23;2,4581463;0,7864242;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;21/03/23;4,9162962;1,5728667;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;22/03/23;2,4581463;0,7864242;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;23/03/23;0,7364112;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;25/03/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;27/03/23;4,09186965;1,5728667;3,43797
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;28/03/23;2,0459259;0,7864242;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;29/03/23;4,09186965;1,5728667;3,43797
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;30/03/23;2,0459259;0,7864242;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;31/03/23;2,0459259;0,7864242;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;01/04/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;03/04/23;4,09186965;1,5728667;3,43797
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;04/04/23;2,0459259;0,7864242;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;05/04/23;2,0459259;0,7864242;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;07/04/23;0,1547085;0;0,2475336
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;08/04/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;10/04/23;5,2435896;1,5728667;3,43797
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;12/04/23;2,6217909;0,7864242;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;13/04/23;5,2435896;1,5728667;3,43797
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;14/04/23;2,6217909;0,7864242;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;15/04/23;0,0773535;0;0,1237656
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;17/04/23;2,8370097;1,0485717;3,43797
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;18/04/23;2,8370097;1,0485717;3,43797
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;20/04/23;2,8370097;1,0485717;3,43797
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;21/04/23;2,8370097;1,0485717;3,43797
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;22/04/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;25/04/23;1,41850095;0,5242767;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;26/04/23;1,31536455;0;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;27/04/23;1,31536455;0;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;28/04/23;1,31536455;0;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;29/04/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;01/05/23;1,41850095;0,5242767;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;02/05/23;1,41850095;0,5242767;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;03/05/23;1,41850095;0,5242767;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;04/05/23;1,41850095;0,5242767;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;06/05/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;08/05/23;1,41850095;0,5242767;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;09/05/23;1,41850095;0,5242767;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;10/05/23;1,41850095;0,5242767;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;11/05/23;1,52164095;1,0485717;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;13/05/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;15/05/23;1,41850095;0,5242767;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;16/05/23;1,52164095;1,0485717;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;18/05/23;1,52164095;1,0485717;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;19/05/23;1,31055135;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;20/05/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;23/05/23;1,31055135;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;24/05/23;1,31055135;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;25/05/23;1,31055135;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;27/05/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;30/05/23;1,31055135;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;31/05/23;1,31055135;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;02/06/23;2,4622713;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;05/06/23;2,4622713;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;06/06/23;2,4622713;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;07/06/23;2,4622713;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;08/06/23;2,4622713;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;09/06/23;4,9245468;0,5940702;3,43797
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;10/06/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;12/06/23;2,4622713;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;13/06/23;2,4622713;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;14/06/23;2,4622713;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;15/06/23;2,4622713;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;17/06/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;19/06/23;1,31055135;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;20/06/23;1,31055135;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;21/06/23;1,31055135;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;22/06/23;1,31055135;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;23/06/23;1,31055135;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;24/06/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;26/06/23;1,39477815;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;27/06/23;1,23113355;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;03/07/23;1,23594675;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;04/07/23;1,23594675;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;05/07/23;1,23594675;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;06/07/23;1,23594675;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;07/07/23;1,23594675;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;08/07/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;10/07/23;1,23594675;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;12/07/23;1,23594675;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;13/07/23;1,68288285;0,297027;1,5814662
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;15/07/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;17/07/23;1,68288285;0,297027;1,5814662
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;18/07/23;1,31536455;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;19/07/23;1,31536455;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;21/07/23;1,31536455;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;22/07/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;24/07/23;1,31536455;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;25/07/23;1,31536455;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;26/07/23;1,31536455;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;28/07/23;1,31536455;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;29/07/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;31/07/23;1,31536455;0,297027;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;01/08/23;1,31536455;0;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;02/08/23;1,31536455;0;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;04/08/23;1,31536455;0;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;05/08/23;0,53288535;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;07/08/23;1,31536455;0;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;08/08/23;1,31536455;0;1,718985
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;09/08/23;1,31536455;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;10/08/23;2,3512935;0;2,32062
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;12/08/23;0,39966285;0;0
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;14/08/23;1,32017775;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;18/08/23;1,32017775;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;22/08/23;1,32017775;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;23/08/23;1,65537885;0;1,1860962
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;24/08/23;1,64420535;0;1,1895192
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;25/08/23;1,32017775;0;1,289235
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;26/08/23;3,2849775;0;0
