Campagne;Region;Site;Famille;Variete;Num Parcelle;CodeTracabilite;Date Plantation;Date Arrachage;Porte Greffe;Sup Debut Camp;Sup Plantee;Sup Arrachee;Sup Fin Camp;;
22/23;HAOUZ;Marrakech;MAD;MAD2;24300;TR22005;01/08/20;01/10/60;PG4;0,8785;0,0000;0,0000;0,8785;;
22/23;HAOUZ;Marrakech;ORA;ORA2;22100;TR22100;01/01/86;;PG5;1,2310;0,0000;0,0000;1,2310;;
22/23;HAOUZ;Marrakech;ORA;ORA2;22120;TR22120;01/01/43;;PG5;1,1590;0,0000;0,0000;1,1590;;
22/23;HAOUZ;Marrakech;ORA;ORA2;24102;TR24102;30/07/09;30/09/50;PG2;0,9160;0,0000;0,0000;0,9160;;
22/23;HAOUZ;Marrakech;ORA;ORA4;30090;TR31303;01/06/07;30/09/50;PG2;1,0534;0,0000;0,0000;1,0534;;
22/23;HAOUZ;Marrakech;ORA;ORA4;31050;TR31303;01/06/07;30/09/50;PG2;1,0480;0,0000;0,0000;1,0480;;
22/23;HAOUZ;Marrakech;ORA;ORA4;31060;TR31303;01/06/07;30/09/50;PG2;0,9130;0,0000;0,0000;0,9130;;
22/23;HAOUZ;Marrakech;ORA;ORA4;31080;TR31303;01/06/07;30/09/50;PG2;0,8020;0,0000;0,0000;0,8020;;
22/23;HAOUZ;Marrakech;ORA;ORA4;32040;TR31303;01/06/07;30/09/50;PG2;0,7000;0,0000;0,0000;0,7000;;
22/23;HAOUZ;Marrakech;ORA;ORA4;32060;TR31303;01/06/07;30/09/50;PG2;0,6430;0,0000;0,0000;0,6430;;
22/23;HAOUZ;Marrakech;ORA;ORA4;32140;TR31202;01/06/07;30/09/50;PG6;1,3390;0,0000;0,0000;1,3390;;
22/23;HAOUZ;Marrakech;ORA;ORA11;22070;TR21504;01/05/89;;PG5;1,2748;0,0000;0,0000;1,2748;;
22/23;HAOUZ;Marrakech;ORA;ORA11;22090;TR21504;01/05/89;;PG5;1,2568;0,0000;0,0000;1,2568;;
22/23;HAOUZ;Marrakech;SPA;SPA7;31020;TR31401;25/07/20;;PG7;0,7330;0,0000;0,0000;0,7330;;
22/23;HAOUZ;Marrakech;SPA;SPA7;31030;TR31401;25/07/20;;PG7;0,6490;0,0000;0,0000;0,6490;;
22/23;HAOUZ;Marrakech;SPA;SPA7;31040;TR31401;25/07/20;;PG7;0,7510;0,0000;0,0000;0,7510;;
22/23;HAOUZ;Marrakech;SPA;SPA7;32010;TR31401;25/07/20;;PG7;0,5740;0,0000;0,0000;0,5740;;
22/23;HAOUZ;Marrakech;SPA;SPA7;32020;TR31401;25/07/20;;PG7;0,5260;0,0000;0,0000;0,5260;;
22/23;HAOUZ;Marrakech;SPA;SPA7;32030;TR31401;25/07/20;;PG7;0,6130;0,0000;0,0000;0,6130;;
22/23;HAOUZ;Marrakech;SPA;SPA7;32050;TR31401;01/07/20;;PG7;0,7060;0,0000;0,0000;0,7060;;
22/23;HAOUZ;Marrakech;SPA;SPA7;32100;TR31401;01/07/20;;PG7;0,6700;0,0000;0,0000;0,6700;;
22/23;HAOUZ;Marrakech;SPA;SPA7;32110;TR31401;01/07/20;;PG7;0,7090;0,0000;0,0000;0,7090;;
22/23;HAOUZ;Marrakech;SPA;SPA7;32120;TR31401;25/07/20;;PG7;0,7000;0,0000;0,0000;0,7000;;
22/23;HAOUZ;Marrakech;SPA;SPA7;32130;TR31401;25/07/20;;PG7;0,7000;0,0000;0,0000;0,7000;;
22/23;HAOUZ;Marrakech;SPA;SPA7;32150;TR31401;25/07/20;;PG7;0,8380;0,0000;0,0000;0,8380;;
22/23;HAOUZ;Marrakech;CLA;CLA14;20213;TR20213;01/07/03;;PG2;1,0540;0,0000;0,0000;1,0540;;
22/23;HAOUZ;Marrakech;CLA;CLA14;20214;TR20214;01/07/03;;PG2;1,0540;0,0000;0,0000;1,0540;;
22/23;HAOUZ;Marrakech;CLA;CLA14;20215;TR20215;01/07/03;;PG2;1,0540;0,0000;0,0000;1,0540;;
22/23;HAOUZ;Marrakech;CLA;CLA14;20217;TR20217;01/07/03;;PG2;1,0930;0,0000;0,0000;1,0930;;
22/23;HAOUZ;Marrakech;CLA;CLA14;20218;TR20218;01/07/03;;PG2;1,0930;0,0000;0,0000;1,0930;;
22/23;HAOUZ;Marrakech;CLA;CLA14;20435;TR20435;01/07/03;;PG6;1,0180;0,0000;0,0000;1,0180;;
22/23;HAOUZ;Marrakech;CLA;CLA14;20436;TR20436;01/07/03;;PG6;0,8500;0,0000;0,0000;0,8500;;
22/23;HAOUZ;Marrakech;CLA;CLA14;25311;TR25311;01/07/03;;PG2;0,4543;0,0000;0,0000;0,4543;;
22/23;HAOUZ;Marrakech;CLA;CLA16;20107;TR20107;01/07/03;;PG2;0,9803;0,0000;0,0000;0,9803;;
22/23;HAOUZ;Marrakech;CLA;CLA16;20108;TR20108;01/07/03;;PG2;0,9790;0,0000;0,0000;0,9790;;
22/23;HAOUZ;Marrakech;CLA;CLA16;20109;TR20109;01/07/03;;PG2;1,0180;0,0000;0,0000;1,0180;;
22/23;HAOUZ;Marrakech;CLA;CLA16;20210;TR20210;01/07/03;;PG2;1,0540;0,0000;0,0000;1,0540;;
22/23;HAOUZ;Marrakech;CLA;CLA16;20211;TR20211;01/07/03;;PG2;1,0540;0,0000;0,0000;1,0540;;
22/23;HAOUZ;Marrakech;CLA;CLA16;20212;TR20212;01/07/03;;PG2;1,0540;0,0000;0,0000;1,0540;;
22/23;HAOUZ;Marrakech;CLA;CLA16;20319;TR20319;01/07/03;;PG2;1,0930;0,0000;0,0000;1,0930;;
22/23;HAOUZ;Marrakech;CLA;CLA16;20320;TR20320;01/07/03;;PG2;1,0540;0,0000;0,0000;1,0540;;
22/23;HAOUZ;Marrakech;CLA;CLA16;20321;TR20321;01/07/03;;PG2;1,0930;0,0000;0,0000;1,0930;;
22/23;HAOUZ;Marrakech;CLA;CLA16;20324;TR20324;01/07/03;;PG2;1,3660;0,0000;0,0000;1,3660;;
22/23;HAOUZ;Marrakech;CLA;CLA16;20328;TR20328;01/07/03;;PG5;1,2340;0,0000;0,0000;1,2340;;
22/23;HAOUZ;Marrakech;CLA;CLA16;20416;TR20416;01/07/03;;PG6;0,8140;0,0000;0,0000;0,8140;;
22/23;HAOUZ;Marrakech;CLA;CLA16;20422;TR20422;01/07/03;;PG6;0,5740;0,0000;0,0000;0,5740;;
22/23;HAOUZ;Marrakech;CLA;CLA16;20423;TR20423;01/07/03;;PG6;0,7930;0,0000;0,0000;0,7930;;
22/23;HAOUZ;Marrakech;CLA;CLA16;20531;TR20531;01/07/03;;PG5;0,7540;0,0000;0,0000;0,7540;;
22/23;HAOUZ;Marrakech;CLA;CLA18;20106;TR20106;01/07/03;;PG2;0,8980;0,0000;0,0000;0,8980;;
22/23;HAOUZ;Marrakech;NOA;NOA1;20437;TR20437;01/07/03;;PG6;1,0158;0,0000;0,0000;1,0158;;
22/23;HAOUZ;Marrakech;NOA;NOA1;20438;TR20438;01/07/03;;PG6;1,0600;0,0000;0,0000;1,0600;;
22/23;HAOUZ;Marrakech;NOA;NOA1;20439;TR20439;01/07/03;;PG1;1,0750;0,0000;0,0000;1,0750;;
22/23;HAOUZ;Marrakech;NOA;NOA1;20540;TR20540;01/07/03;;PG5;1,0750;0,0000;0,0000;1,0750;;
22/23;HAOUZ;Marrakech;NOA;NOA1;20541;TR20541;01/07/03;;PG5;0,8716;0,0000;0,0000;0,8716;;
22/23;HAOUZ;Marrakech;NOA;NOA1;20542;TR20542;01/07/03;;PG5;0,9380;0,0000;0,0000;0,9380;;
22/23;HAOUZ;Marrakech;NOA;NOA1;20543;TR20543;01/07/03;;PG5;0,6952;0,0000;0,0000;0,6952;;
22/23;HAOUZ;Marrakech;NOA;NOA1;20544;TR20544;01/07/03;;PG5;0,6909;0,0000;0,0000;0,6909;;
22/23;HAOUZ;Marrakech;NOA;NOA1;24361;TR24361;01/07/03;;PG6;0,5688;0,0000;0,0000;0,5688;;
22/23;HAOUZ;Marrakech;ORA;ORA2;20101;TR20101;01/07/03;;PG5;0,8230;0,0000;0,0000;0,8230;;
22/23;HAOUZ;Marrakech;ORA;ORA2;20102;TR20102;01/07/03;;PG5;0,7240;0,0000;0,0000;0,7240;;
22/23;HAOUZ;Marrakech;ORA;ORA2;20103;TR20103;01/07/03;;PG5;0,9760;0,0000;0,0000;0,9760;;
22/23;HAOUZ;Marrakech;ORA;ORA2;20104;TR20104;01/07/03;;PG5;1,1020;0,0000;0,0000;1,1020;;
22/23;HAOUZ;Marrakech;ORA;ORA2;20105;TR20105;01/07/03;;PG5;1,0540;0,0000;0,0000;1,0540;;
22/23;HAOUZ;Douar Ahl quadi;CLA;CLA11;21011;TR21011;30/06/49;;PG5;0,9160;0,0000;0,0000;0,9160;;
22/23;HAOUZ;Douar Ahl quadi;CLA;CLA11;21021;TR21021;30/06/49;;PG5;1,0426;0,0000;0,0000;1,0426;;
22/23;HAOUZ;Douar Ahl quadi;CLA;CLA11;21023;TR21023;30/07/90;;PG5;0,4367;0,0000;0,0000;0,4367;;
22/23;HAOUZ;Douar Ahl quadi;CLA;CLA11;21024;TR21024;30/07/90;30/09/60;PG5;0,5933;0,0000;0,0000;0,5933;;
22/23;HAOUZ;Douar Ahl quadi;CLA;CLA11;21121;TR21121;13/06/49;;PG5;0,5956;0,0000;0,0000;0,5956;;
22/23;HAOUZ;Douar Ahl quadi;CLA;CLA11;21132;TR21132;30/06/73;;PG5;0,4857;0,0000;0,0000;0,4857;;
22/23;HAOUZ;Douar Ahl quadi;ORA;ORA2;21025;TR21025;30/06/73;;PG5;0,8671;0,0000;0,0000;0,8671;;
22/23;HAOUZ;Douar Ahl quadi;ORA;ORA2;21031;TR21031;30/06/73;;PG5;0,7402;0,0000;0,0000;0,7402;;
22/23;HAOUZ;Douar Ahl quadi;ORA;ORA2;21032;TR21032;20/06/73;;PG5;0,7532;0,0000;0,0000;0,7532;;
22/23;HAOUZ;Douar Ahl quadi;ORA;ORA2;21051;TR21051;30/06/99;;PG5;0,4704;0,0000;0,0000;0,4704;;
22/23;HAOUZ;Douar Ahl quadi;ORA;ORA2;21061;TR21061;30/06/73;;PG5;0,9400;0,0000;0,0000;0,9400;;
22/23;HAOUZ;Douar Ahl quadi;ORA;ORA2;21062;TR21062;30/06/73;;PG5;0,8854;0,0000;0,0000;0,8854;;
22/23;HAOUZ;Douar Ahl quadi;ORA;ORA2;21131;TR21131;30/06/73;;PG5;0,5101;0,0000;0,0000;0,5101;;
22/23;HAOUZ;Douar Ahl quadi;ORA;ORA11;21041;TR21041;30/06/49;;PG5;0,9550;0,0000;0,0000;0,9550;;
22/23;HAOUZ;Douar Ahl quadi;ORA;ORA11;21043;TR21043;30/06/49;;PG5;0,9108;0,0000;0,0000;0,9108;;
22/23;HAOUZ;Douar Ahl quadi;ORA;ORA11;21133;TR21133;30/06/49;;PG5;0,4356;0,0000;0,0000;0,4356;;
22/23;HAOUZ;Douar Ahl quadi;SPA;SPA2;21135;TR21135;30/06/49;;PG5;0,8898;0,0000;0,0000;0,8898;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;10114 ;TR10000;15/05/07;;PG2;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;10115;TR10000;25/05/07;;PG2;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;10124 ;TR10000;27/05/07;;PG2;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;10125 ;TR10000;01/06/07;;PG2;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;10126 ;TR10000;01/07/07;;PG2;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;10127 ;TR10000;01/07/07;;PG2;1,6053;0,0000;0,0000;1,6053;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;10201 ;TR10000;01/07/07;;PG2;1,4663;0,0000;0,0000;1,4663;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;10202;TR10000;01/07/07;;PG2;1,2388;0,0000;0,0000;1,2388;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;10203;TR10000;01/07/07;;PG2;1,0419;0,0000;0,0000;1,0419;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;10209;TR10000;01/07/07;;PG2;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;10211 ;TR10000;01/07/07;;PG2;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;10212;TR10000;01/07/07;;PG2;1,6053;0,0000;0,0000;1,6053;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;10213;TR10000;01/07/07;;PG2;1,6053;0,0000;0,0000;1,6053;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;20118;TR20100;07/07/07;;PG7;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;20119 ;TR20100;07/07/07;;PG7;1,1002;0,0000;0,0000;1,1002;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;20121;TR20200;07/07/07;;PG6;1,6388;0,0000;0,0000;1,6388;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;20122 ;TR20200;07/07/07;;PG6;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;20123;TR20200;07/07/07;;PG6;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;20132;TR20200;07/07/07;;PG5;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;20133 ;TR20200;07/07/07;;PG6;1,5592;0,0000;0,0000;1,5592;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;20204 ;TR20200;08/07/08;;PG6;0,8972;0,0000;0,0000;0,8972;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;20205;TR20200;08/07/08;;PG6;0,7200;0,0000;0,0000;0,7200;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;20206;TR20200;08/07/08;;PG6;2,0045;0,0000;0,0000;2,0045;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;20207;TR20200;08/07/08;;PG6;1,5214;0,0000;0,0000;1,5214;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;20208;TR20200;08/07/07;;PG6;1,5653;0,0000;0,0000;1,5653;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;20216 ;TR20200;08/07/07;;PG6;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;20217 ;TR20200;08/07/07;;PG6;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;20235;TR30200;01/07/07;;PG6;1,7028;0,0000;0,0000;1,7028;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;30138;TR30100;01/07/07;;PG2;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;30139 ;TR30100;01/07/07;;PG2;1,5707;0,0000;0,0000;1,5707;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;30147 ;TR30100;01/07/07;;PG2;1,5693;0,0000;0,0000;1,5693;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;30148;TR30100;01/07/07;;PG2;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;30149;TR30100;01/07/07;;PG2;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;30156;TR30100;01/07/07;;PG2;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;30234;TR30200;01/07/07;;PG6;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;30236 ;TR30200;01/07/07;;PG6;2,0740;0,0000;0,0000;2,0740;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;30237 ;TR30200;01/07/07;;PG6;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;30251 ;TR30200;01/07/07;;PG6;2,0139;0,0000;0,0000;2,0139;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;40128;TR40300;01/07/07;;PG5;1,3533;0,0000;0,0000;1,3533;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;40129;TR40100;01/07/07;;PG9;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;40141 ;TR40100;01/07/07;;PG5;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;40142;TR40100;01/07/07;;PG9;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;40143 ;TR40200;01/07/07;;PG2;1,6528;0,0000;0,0000;1,6528;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;40244 ;TR40200;01/07/07;;PG5;1,5081;0,0000;0,0000;1,5081;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;40245;TR40200;01/07/07;;PG2;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;40246;TR40300;01/07/07;;PG5;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;40257;TR40300;01/07/07;;PG5;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;40258 ;TR40300;01/07/07;;PG5;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;40259;TR40300;01/07/07;;PG5;1,5718;0,0000;0,0000;1,5718;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;40261 ;TR40300;01/07/07;;PG5;0,7708;0,0000;0,0000;0,7708;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;50152;TR50000;01/07/08;;PG6;1,2770;0,0000;0,0000;1,2770;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;50153 ;TR50000;01/07/08;;PG6;1,2915;0,0000;0,0000;1,2915;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;50154;TR50000;01/07/08;;PG6;1,2413;0,0000;0,0000;1,2413;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;50155 ;TR50000;01/07/08;;PG6;1,1884;0,0000;0,0000;1,1884;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;50162;TR50000;01/07/08;;PG6;0,8331;0,0000;0,0000;0,8331;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;50163 ;TR50000;01/07/08;;PG6;0,8435;0,0000;0,0000;0,8435;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;50164 ;TR50000;01/07/08;;PG6;0,8435;0,0000;0,0000;0,8435;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;50165 ;TR50000;01/07/08;;PG6;1,0674;0,0000;0,0000;1,0674;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;50166;TR50000;01/07/08;;PG6;1,2554;0,0000;0,0000;1,2554;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;50167;TR50000;01/07/08;;PG6;1,2417;0,0000;0,0000;1,2417;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;50168;TR50000;01/07/08;;PG6;1,2417;0,0000;0,0000;1,2417;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;50169 ;TR50000;01/07/08;;PG6;1,2417;0,0000;0,0000;1,2417;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;50171 ;TR50000;01/07/08;;PG6;1,3317;0,0000;0,0000;1,3317;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;50172 ;TR50000;01/07/08;;PG6;1,2173;0,0000;0,0000;1,2173;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;50173 ;TR50000;01/07/08;;PG6;1,1819;0,0000;0,0000;1,1819;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;50174 ;TR50000;01/07/08;;PG6;1,1628;0,0000;0,0000;1,1628;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;50175 ;TR50000;01/07/08;;PG6;1,1261;0,0000;0,0000;1,1261;;
22/23;HAOUZ;Ouled Moussa;AF;AF1;50176 ;TR50000;01/07/08;;PG6;1,0642;0,0000;0,0000;1,0642;;
22/23;HAOUZ;Benguérir;AF;AF1;10101;TR11000;01/06/14;;PG6;0,9034;0,0000;0,0000;0,9034;;
22/23;HAOUZ;Benguérir;AF;AF1;10102;TR11000;01/06/14;;PG6;0,5449;0,0000;0,0000;0,5449;;
22/23;HAOUZ;Benguérir;AF;AF1;10103;TR11000;01/06/14;;PG6;0,7886;0,0000;0,0000;0,7886;;
22/23;HAOUZ;Benguérir;AF;AF1;10104;TR11000;01/06/14;;PG6;1,1678;0,0000;0,0000;1,1678;;
22/23;HAOUZ;Benguérir;AF;AF1;10105;TR11000;01/06/14;;PG6;1,0422;0,0000;0,0000;1,0422;;
22/23;HAOUZ;Benguérir;AF;AF1;10106;TR11000;01/06/14;;PG6;1,0122;0,0000;0,0000;1,0122;;
22/23;HAOUZ;Benguérir;AF;AF1;10107;TR11000;01/06/14;;PG6;1,1678;0,0000;0,0000;1,1678;;
22/23;HAOUZ;Benguérir;AF;AF1;10108;TR11000;01/06/14;;PG6;1,2842;0,0000;0,0000;1,2842;;
22/23;HAOUZ;Benguérir;AF;AF1;10109;TR11000;01/06/14;;PG6;1,0929;0,0000;0,0000;1,0929;;
22/23;HAOUZ;Benguérir;AF;AF1;10111;TR11000;01/06/14;;PG6;1,1678;0,0000;0,0000;1,1678;;
22/23;HAOUZ;Benguérir;AF;AF1;10112;TR11000;01/06/14;;PG6;1,3706;0,0000;0,0000;1,3706;;
22/23;HAOUZ;Benguérir;AF;AF1;10113;TR11000;01/06/14;;PG6;1,0839;0,0000;0,0000;1,0839;;
22/23;HAOUZ;Benguérir;AF;AF1;10114;TR11000;01/06/14;;PG6;1,1678;0,0000;0,0000;1,1678;;
22/23;HAOUZ;Benguérir;AF;AF1;10115;TR11000;01/06/14;;PG6;1,1678;0,0000;0,0000;1,1678;;
22/23;HAOUZ;Benguérir;AF;AF1;10116;TR11000;01/06/14;;PG6;1,0742;0,0000;0,0000;1,0742;;
22/23;HAOUZ;Benguérir;AF;AF1;10117;TR11000;01/06/14;;PG6;1,1678;0,0000;0,0000;1,1678;;
22/23;HAOUZ;Benguérir;AF;AF1;10118;TR11000;01/06/14;;PG6;1,1678;0,0000;0,0000;1,1678;;
22/23;HAOUZ;Benguérir;AF;AF1;10119;TR11000;01/06/14;;PG6;1,0742;0,0000;0,0000;1,0742;;
22/23;HAOUZ;Benguérir;AF;AF1;10121;TR11000;01/06/14;;PG6;1,1680;0,0000;0,0000;1,1680;;
22/23;HAOUZ;Benguérir;AF;AF1;10122;TR11000;01/06/14;;PG6;1,1635;0,0000;0,0000;1,1635;;
22/23;HAOUZ;Benguérir;AF;AF1;20123;N/A;01/06/23;31/03/50;PG7;0,4000;1,0742;0,0000;1,0742;;
22/23;HAOUZ;Benguérir;AF;AF1;20124;N/A;01/06/23;31/03/50;PG7;0,4000;1,1675;0,0000;1,1675;;
22/23;HAOUZ;Benguérir;AF;AF1;20125;N/A;01/06/23;31/03/50;PG7;0,4000;1,1675;0,0000;1,1675;;
22/23;HAOUZ;Benguérir;AF;AF1;20126;N/A;01/06/23;31/03/50;PG7;0,4000;1,0929;0,0000;1,0929;;
22/23;HAOUZ;Benguérir;AF;AF1;20127;N/A;01/06/23;31/03/50;PG7;0,4000;1,1678;0,0000;1,1678;;
22/23;HAOUZ;Benguérir;AF;AF1;20128;N/A;01/06/23;31/03/50;PG7;0,4000;1,1401;0,0000;1,1401;;
22/23;HAOUZ;Benguérir;AF;AF1;20129;N/A;01/06/23;31/03/50;PG7;0,4000;1,1116;0,0000;1,1116;;
22/23;HAOUZ;Benguérir;AF;AF1;20131;N/A;01/06/23;30/03/50;PG7;0,4000;1,1678;0,0000;1,1678;;
22/23;HAOUZ;Benguérir;AF;AF1;20132;N/A;01/06/23;31/03/50;PG7;0,4000;0,6809;0,0000;0,6809;;
22/23;HAOUZ;Benguérir;AF;AF1;20133;N/A;01/06/23;31/03/50;PG7;0,4000;1,1116;0,0000;1,1116;;
22/23;HAOUZ;Benguérir;AF;AF1;20134;N/A;01/06/23;31/03/50;PG7;0,4000;1,1678;0,0000;1,1678;;
22/23;HAOUZ;Benguérir;AF;AF1;20135;N/A;01/06/23;31/03/50;PG7;0,4000;1,1300;0,0000;1,1300;;
22/23;HAOUZ;Benguérir;AF;AF1;20136;TR20000;01/06/14;30/09/30;PG3;1,0436;0,0000;0,0000;1,0436;;
22/23;HAOUZ;Benguérir;AF;AF1;20137;TR20000;01/06/14;30/09/30;PG3;1,1678;0,0000;0,0000;1,1678;;
22/23;HAOUZ;Benguérir;AF;AF1;20138;TR20000;01/06/14;30/09/30;PG3;1,1678;0,0000;0,0000;1,1678;;
22/23;HAOUZ;Benguérir;AF;AF1;20139;TR20000;01/06/14;30/09/30;PG3;0,8351;0,0000;0,0000;0,8351;;
22/23;HAOUZ;Benguérir;AF;AF1;20141;TR20000;01/06/14;30/09/30;PG3;1,1678;0,0000;0,0000;1,1678;;
22/23;HAOUZ;Benguérir;AF;AF1;20142;TR20000;01/06/14;30/09/30;PG3;1,1678;0,0000;0,0000;1,1678;;
22/23;HAOUZ;Benguérir;AF;AF1;20143;TR20000;01/06/14;30/09/30;PG3;1,0958;0,0000;0,0000;1,0958;;
22/23;HAOUZ;Benguérir;AF;AF1;20144;TR20000;01/06/14;30/09/30;PG3;1,0122;0,0000;0,0000;1,0122;;
22/23;HAOUZ;Benguérir;AF;AF1;30145;TR30200;01/07/14;;PG6;1,1142;0,0000;0,0000;1,1142;;
22/23;HAOUZ;Benguérir;AF;AF1;30146;TR30200;01/07/14;;PG6;1,2690;0,0000;0,0000;1,2690;;
22/23;HAOUZ;Benguérir;AF;AF1;30147;TR30200;01/07/14;;PG6;0,6190;0,0000;0,0000;0,6190;;
22/23;HAOUZ;Benguérir;AF;AF1;30148;TR30200;01/07/14;;PG6;1,1678;0,0000;0,0000;1,1678;;
22/23;HAOUZ;Benguérir;AF;AF1;30149;TR30200;01/07/14;;PG6;1,1678;0,0000;0,0000;1,1678;;
22/23;HAOUZ;Benguérir;AF;AF1;30151;TR30200;01/07/14;;PG6;0,9755;0,0000;0,0000;0,9755;;
22/23;HAOUZ;Benguérir;AF;AF1;30152;TR30200;01/07/14;;PG6;1,1678;0,0000;0,0000;1,1678;;
22/23;HAOUZ;Benguérir;AF;AF1;30153;TR30200;01/07/14;;PG6;1,1678;0,0000;0,0000;1,1678;;
22/23;HAOUZ;Benguérir;AF;AF1;30154;TR30200;01/07/14;;PG6;1,1307;0,0000;0,0000;1,1307;;
22/23;HAOUZ;Benguérir;AF;AF1;30155;TR30100;01/07/14;30/09/30;PG3;1,1678;0,0000;0,0000;1,1678;;
22/23;HAOUZ;Benguérir;AF;AF1;30156;TR30200;01/07/14;30/09/30;PG6;1,1678;0,0000;0,0000;1,1678;;
22/23;HAOUZ;Benguérir;AF;AF1;30157;TR30200;01/07/14;;PG6;1,1678;0,0000;0,0000;1,1678;;
22/23;HAOUZ;Benguérir;AF;AF1;30158;TR30200;01/07/14;;PG6;1,2071;0,0000;0,0000;1,2071;;
22/23;HAOUZ;Benguérir;AF;AF1;30159;TR30100;01/07/14;30/09/30;PG3;1,1577;0,0000;0,0000;1,1577;;
22/23;HAOUZ;Benguérir;AF;AF1;30161;TR30100;01/07/14;30/09/30;PG3;1,1678;0,0000;0,0000;1,1678;;
